"project_id","is_geocoded","project_title","start_actual_isodate","start_actual_type","end_actual_isodate","end_actual_type","donors","donors_iso3","recipients","recipients_iso3","ad_sector_codes","ad_sector_names","ad_purpose_codes","ad_purpose_names","status","transactions_start_year","transactions_end_year","total_commitments","total_disbursements"
"SL/000763","1","Water and Sanitation Programme","2007-09-10","start-actual","2013-07-10","end-actual","Department for International Development (DFID)","GBR","Sierra Leone","SLE","140|140","Water Supply and Sanitation|Water Supply and Sanitation","14000|14020","Water Supply and Sanitation, combination of purposes|Water supply and sanitation - large systems","Implementation","2007","2013","7199706.0","7199706.0"
"SL/000764","1","MOD PRASTS","2007-03-19","start-actual","2007-10-01","end-actual","Department for International Development (DFID)","GBR","Sierra Leone","SLE","151|152","Government and civil society, general|Conflict prevention and resolution, peace and security","15130|15210","Legal and judicial development|Security system management and reform","Completion","2007","2007","1383602.0","1383601.0"
"SL/000765","1","Cadestre System","2004-10-12","start-actual","2006-12-01","end-actual","Department for International Development (DFID)","GBR","Sierra Leone","SLE","510","General budget support","51010","General budget support","Completion","2004","2006","678388.0",""
"SL/000767","1","Governance Programme Facilitation Fund","2004-09-29","start-actual","2007-02-28","end-actual","Department for International Development (DFID)","GBR","Sierra Leone","SLE","151","Government and civil society, general","15140","Government administration","Completion","2004","2007","",""
"SL/000770","1","Gender Equality Action Plan Implmentation","2007-06-01","start-actual","2011-12-31","end-actual","Department for International Development (DFID)","GBR","Sierra Leone","SLE","151","Government and civil society, general","15150","Strengthening civil society","Completion","2007","2011","709091.0","709089.0"
"SL/000772","1","Institutional Strengthening of the Ministry of Finance","2002-06-29","start-actual","2008-12-30","end-actual","European Union (EU)","DAC","Sierra Leone","SLE","510","General budget support","51010","General budget support","Completion","2002","2008","1693663.0","1363139.0"
"SL/000775","1","2003 Housing and Population Census","2003-12-31","start-actual","2008-12-31","end-actual","European Union (EU)","DAC","Sierra Leone","SLE","151","Government and civil society, general","15150","Strengthening civil society","Completion","2003","2008","8383757.0","5186787.0"
"SL/000778","1","Reopening of Sierra Rutile Mine","2003-11-26","start-actual","2007-12-31","end-actual","European Union (EU)","DAC","Sierra Leone","SLE","331|998","Trade Policy and Regulations|Unallocated / Unspecified","33105|99810","Trade policy and regulations,purpose unspecified|Sectors not specified","Completion","2003","2007","37955559.0","37726910.0"
"SL/000779","0","Technical Assistance to Ministry of Mineral Resources","2004-12-21","start-actual","2010-12-31","end-actual","European Union (EU)","DAC","Sierra Leone","SLE","510","General budget support","51010","General budget support","Completion","2004","2010","1464044.0","1455772.0"
"SL/000782","1","Road infrastructure Programme","2003-11-24","start-actual","2010-12-31","end-actual","European Union (EU)","DAC","Sierra Leone","SLE","210","Transport and Storage","21020","Road transport","Completion","2003","2010","82040007.0","81765304.0"
"SL/000784","1","Institutional Support to Fisheries Management","2005-01-01","start-actual","2014-12-30","end-actual","European Union (EU)","DAC","Sierra Leone","SLE","313","Fishing","31320","Fishery development","Implementation","2005","2014","4334937.0","3027729.0"
"SL/000788","1","Transitional Support to Health Sector","2004-11-04","start-actual","2010-12-31","end-actual","European Union (EU)","DAC","Sierra Leone","SLE","120","Health","12005","Health, purpose unspecified","Completion","2004","2010","10248308.0","10349432.0"
"SL/000790","1","Community Action for water facility","2007-01-01","start-actual","2012-12-03","end-actual","European Union (EU)","DAC","Sierra Leone","SLE","140","Water Supply and Sanitation","14020","Water supply and sanitation - large systems","Completion","2007","2012","4269193.0","2031907.0"
"SL/000791","1","Macro Economic Support- PRBS","2005-03-01","start-actual","2009-12-31","end-actual","European Union (EU)","DAC","Sierra Leone","SLE","510","General budget support","51010","General budget support","Completion","2005","2009","106246521.0","95516267.0"
"SL/000794","1","Freetown-Conakry Highway-Phase 2","2008-01-01","start-actual","2013-12-31","end-actual","European Union (EU)","DAC","Sierra Leone","SLE","210","Transport and Storage","21020","Road transport","Implementation","2008","2013","34432358.0","32744610.0"
"SL/000795","1","Capacity Building for National Commission on Environment & Forestry","2007-01-01","start-actual","2012-12-31","end-actual","European Union (EU)","DAC","Sierra Leone","SLE","410","General environmental protection","41005","General environmental protection,purpose unspecified","Completion","2007","2012","1397878.0","552726.0"
"SL/000796","1","EPA & Trade related Technical Assistance Programme","2008-01-01","start-actual","2011-06-30","end-actual","European Union (EU)","DAC","Sierra Leone","SLE","331","Trade Policy and Regulations","33105","Trade policy and regulations,purpose unspecified","Completion","2008","2011","1390314.0","1022298.0"
"SL/000809","1","The Gola Forest Development project","2007-01-01","start-actual","2013-12-31","end-actual","European Union (EU)","DAC","Sierra Leone","SLE","410","General environmental protection","41030","Bio-diversity","Implementation","2007","2013","7702052.0","4191830.0"
"SL/000821","1","Employment Promotion for Marginalized Youth through Private Sector Development","2005-12-31","start-actual","2013-03-28","end-actual","Germany","DEU","Sierra Leone","SLE","111|250|311|160","Education, level unspecified|Business and Other Services|Agriculture|Other Social Infrastructure and Services","11105|25010|31120|16010","Education, level unspecified,purpose unspecified|Business support services and institutions|Agricultural development|Social/ welfare services","Completion","2005","2013","28423087.0","28829959.0"
"SL/000822","1","Promotion of the Development Capacity of Youth and young Adults through Non-Formal Education","2005-12-31","start-actual","2010-03-29","end-actual","Germany","DEU","Sierra Leone","SLE","111|112","Education, level unspecified|Basic education","11120|11230","Education facilities and training|Basic life skills for youth and adults","Completion","2005","2010","5653147.0","6046941.0"
"SL/000823","1","Support to the Anti-Corruption Commission","2005-09-30","start-actual","2010-12-30","end-actual","Germany","DEU","Sierra Leone","SLE","151","Government and civil society, general","15120","Public sector financial management","Completion","2005","2010","1854520.0","1500908.0"
"SL/000824","1","Support to the Special Court of Sierra Leone","2006-11-30","start-actual","2009-12-30","end-actual","Germany","DEU","Sierra Leone","SLE","151","Government and civil society, general","15150","Strengthening civil society","Completion","2006","2009","6286149.0","6286149.0"
"SL/000825","1","Food Security and Reconciliation Project in the Border Districts of Kono and Kailahun","2003-12-31","start-actual","2008-12-30","end-actual","Germany","DEU","Sierra Leone","SLE","160|311","Other Social Infrastructure and Services|Agriculture","16010|31120","Social/ welfare services|Agricultural development","Completion","2003","2008","5785070.0","6020415.0"
"SL/000826","1","Food-for-Work","2002-12-31","start-actual","2007-12-30","end-actual","Germany","DEU","Sierra Leone","SLE","160|311","Other Social Infrastructure and Services|Agriculture","16010|31120","Social/ welfare services|Agricultural development","Completion","2002","2007","10027690.0","10027690.0"
"SL/000852","1","Project for Urgent Improvement of Electric Power Supply System in Freetown (Phase I)","2007-08-01","start-actual","2008-12-01","end-actual","Government of Japan","JPN","Sierra Leone","SLE","230","Energy Generation and Supply","23000","Energy generation and supply, combinations ofpurposes","Completion","2007","2008","5198888.0","5684764.0"
"SL/000853","1","Children and Youth Development Project in Kambia District","2005-10-01","start-actual","2008-09-01","end-actual","Japanese International Cooperation Agency (JICA)","JPN","Sierra Leone","SLE","111","Education, level unspecified","11105","Education, level unspecified,purpose unspecified","Completion","2005","2008","1281639.0","1281639.0"
"SL/000854","1","Agricultural Development Project in Kambia","2006-03-01","start-actual","2009-02-01","end-actual","Japanese International Cooperation Agency (JICA)","JPN","Sierra Leone","SLE","311","Agriculture","31120","Agricultural development","Completion","2006","2009","1756965.0","1756965.0"
"SL/000856","1","Project for Strenghtening District Health Management In Kambia","2008-05-01","start-actual","2011-05-31","end-actual","Japanese International Cooperation Agency (JICA)","JPN","Sierra Leone","SLE","120","Health","12005","Health, purpose unspecified","Completion","2008","2011","3077471.0","3077471.0"
"SL/000858","1","Establishment of Water Supply Management System in Kambia District","2007-01-01","start-actual","2008-12-23","end-actual","Japanese International Cooperation Agency (JICA)","JPN","Sierra Leone","SLE","140","Water Supply and Sanitation","14020","Water supply and sanitation - large systems","Completion","2007","2008","1058019.0","1058019.0"
"SL/000862","1","Prevention of Mother to Child Transmission of HIV/Aids","2007-01-01","start-actual","2007-12-31","end-actual","UNICEF","DAC","Sierra Leone","SLE","130","Population Policies / Programmes and Reproductive Health","13040","STD control including HIV/AIDS","Completion","2007","2007","835881.0","830486.0"
"SL/000863","1","Birth Registration","2007-01-01","start-actual","2007-12-31","end-actual","UNICEF","DAC","Sierra Leone","SLE","130","Population Policies / Programmes and Reproductive Health","13020","Reproductive health care","Completion","2007","2007","412983.0","327326.0"
"SL/000865","1","Quality PrimaryEducation","2007-01-01","start-actual","2007-12-31","end-actual","UNICEF","DAC","Sierra Leone","SLE","112","Basic education","11220","Primary education","","2007","2007","903925.0","907696.0"
"SL/000866","1","Community Schools","2007-01-01","start-actual","2007-12-31","end-actual","UNICEF","DAC","Sierra Leone","SLE","111|111","Education, level unspecified|Education, level unspecified","11120|11105","Education facilities and training|Education, level unspecified,purpose unspecified","","2007","2007","2143318.0","2155210.0"
